"sale_per_item","total_sold","order_count","max_sale_per_order","min_sale_per_order","average_sale_per_order","id"
"149.20","5","2","127.96","21.24","75","US-2015-152128"
"148.884","10","3","146.176","0.444","50","US-2017-102288"
"148.48","2","1","148.48","148.48","148","CA-2017-134796"
"148.257","3","1","148.257","148.257","148","CA-2017-141201"
"148.16","15","5","89.9","12.72","30","US-2017-132675"
"148.02","3","1","148.02","148.02","148","CA-2017-101014"
"147.912","9","3","68.6","14.352","49","CA-2016-164511"
"147.636","15","4","62.592","4.276","37","US-2017-104661"
"147.568","2","1","147.568","147.568","148","CA-2017-138156"
"147.44","6","2","134.48","12.96","74","CA-2015-148250"
"147.344","11","2","143.856","3.488","74","CA-2014-146731"
"147.26","10","3","63.94","22.72","49","CA-2016-123120"
"147.184","2","1","147.184","147.184","147","CA-2017-120705"
"147.168","4","1","147.168","147.168","147","CA-2017-120999"
"146.89","11","3","84.55","17.94","49","CA-2017-169691"
"146.82","3","1","146.82","146.82","147","US-2017-157896"
"146.82","3","1","146.82","146.82","147","CA-2016-112942"
"146.744","5","2","105.96","40.784","73","US-2015-139759"
"146.698","4","3","135.99","3.328","49","CA-2015-122973"
"146.688","9","2","120.768","25.92","73","US-2014-139640"
"146.688","8","1","146.688","146.688","147","US-2016-102141"
"146.352","3","1","146.352","146.352","146","CA-2017-146346"
"146.04","1","1","146.04","146.04","146","CA-2016-153101"
"145.9","5","1","145.9","145.9","146","CA-2017-133249"
"145.9","5","1","145.9","145.9","146","CA-2015-168529"
"145.764","2","1","145.764","145.764","146","US-2017-168613"
"145.764","2","1","145.764","145.764","146","CA-2016-143910"
"145.568","2","1","145.568","145.568","146","US-2014-151925"
"145.504","5","2","143.128","2.376","73","CA-2015-164007"
"145.50","6","2","92.94","52.56","73","CA-2016-139941"
"144.36","6","2","119.8","24.56","72","CA-2014-106803"
"143.960","6","2","95.968","47.992","72","CA-2016-124506"
"143.952","3","1","143.952","143.952","144","CA-2014-164385"
"143.856","9","1","143.856","143.856","144","US-2017-103814"
"143.808","15","5","74.592","5.552","29","CA-2017-133102"
"143.728","2","1","143.728","143.728","144","CA-2017-135650"
"143.702","8","2","114.95","28.752","72","CA-2016-153836"
"143.7","3","1","143.7","143.7","144","CA-2016-117849"
"143.52","12","2","87.36","56.16","72","CA-2015-158701"
"143.48","11","4","92.52","5.82","36","CA-2017-107825"
"143.33","4","2","83.36","59.97","72","CA-2016-124667"
"143.240","10","4","81.98","7.38","36","CA-2016-165918"
"143.128","4","2","112.648","30.48","72","CA-2014-105270"
"142.980","8","2","81.438","61.542","71","CA-2017-115119"
"142.92","21","4","69.08","11.56","36","CA-2017-139913"
"142.344","11","3","120.784","8.82","47","CA-2017-112725"
"142.344","5","3","70.368","7.992","47","CA-2014-133753"
"142.182","1","1","142.182","142.182","142","CA-2016-132066"
"141.96","2","1","141.96","141.96","142","CA-2017-100412"
"141.96","2","1","141.96","141.96","142","CA-2015-114237"
"141.96","2","1","141.96","141.96","142","CA-2015-151680"
"141.576","6","3","81.576","21.568","47","CA-2016-146157"
"141.372","2","1","141.372","141.372","141","CA-2016-115574"
"141.210","6","2","122.328","18.882","71","US-2016-123470"
"141","5","2","120","21","71","CA-2017-105620"
"140.986","11","2","121.792","19.194","70","US-2015-110569"
"140.868","5","2","129.3","11.568","70","CA-2017-169999"
"140.81","1","1","140.81","140.81","141","CA-2016-157763"
"140.736","8","1","140.736","140.736","141","CA-2014-121664"
"140.736","4","1","140.736","140.736","141","CA-2015-161445"
"140.52","7","3","109.92","11.16","47","CA-2016-101525"
"139.816","8","2","89.696","50.12","70","CA-2015-136420"
"139.8","5","1","139.8","139.8","140","CA-2014-123855"
"139.58","7","1","139.58","139.58","140","CA-2017-151281"
"139.544","10","4","47.984","24","35","US-2015-157014"
"139.44","3","1","139.44","139.44","139","CA-2014-163559"
"139.424","4","1","139.424","139.424","139","CA-2015-166135"
"139.216","6","3","79.872","12.96","46","CA-2015-105102"
"138.696","11","4","99.136","6.672","35","CA-2017-158876"
"138.53","11","2","111.98","26.55","69","CA-2016-166380"
"138.432","16","4","86.352","6.48","35","CA-2017-139080"
"138.382","10","2","79.974","58.408","69","CA-2017-143021"
"137.94","3","1","137.94","137.94","138","US-2017-104437"
"137.632","5","2","122.352","15.28","69","CA-2014-140403"
"136.96","4","1","136.96","136.96","137","CA-2014-108861"
"136.92","4","1","136.92","136.92","137","CA-2015-157959"
"136.720","7","2","131.376","5.344","68","US-2015-123918"
"136.526","12","3","119.616","8.34","46","CA-2017-139304"
"136.43","13","3","75.06","30.53","45","US-2016-126431"
"136.328","10","2","117.488","18.84","68","CA-2017-107125"
"136.26","9","1","136.26","136.26","136","CA-2017-145506"
"136.20","11","4","94.85","12.96","34","CA-2017-160927"
"135.95","1","1","135.95","135.95","136","CA-2016-160234"
"135.936","4","2","129.568","6.368","68","US-2015-146745"
"135.8","7","1","135.8","135.8","136","CA-2016-121447"
"134.91","22","3","64.96","26.25","45","CA-2017-169859"
"134.85","3","1","134.85","134.85","135","CA-2016-167759"
"134.60","12","3","79.14","18.06","45","CA-2014-160262"
"134.524","21","4","72.45","13.96","34","CA-2017-164826"
"134.5","9","3","59.9","37","45","CA-2015-137897"
"134.400","8","2","123.136","11.264","67","CA-2014-131310"
"134.376","3","1","134.376","134.376","134","CA-2015-159863"
"134.272","8","1","134.272","134.272","134","US-2016-164945"
"133.896","12","3","73.176","20.736","45","US-2017-125647"
"133.576","13","4","86.376","13.12","33","CA-2017-138464"
"133.54","9","2","97.98","35.56","67","US-2016-157728"
"133.38","6","1","133.38","133.38","133","CA-2016-146143"
"133.128","9","2","73.32","59.808","67","CA-2014-104472"
"133.12","5","1","133.12","133.12","133","US-2017-147998"
"132.950","12","3","56.686","25.248","44","CA-2016-133697"
"132.940","4","2","99.372","33.568","66","CA-2015-125185"
"132.809","4","3","61.929","10.9","44","CA-2016-133340"
"132.709","11","4","84.784","10.368","33","US-2016-156986"
"132.6","6","1","132.6","132.6","133","CA-2017-156818"
"132.52","4","1","132.52","132.52","133","CA-2017-106103"
"132.36","6","2","119.94","12.42","66","CA-2017-157448"
"132.224","4","1","132.224","132.224","132","CA-2016-125017"
"132.168","7","2","124.608","7.56","66","US-2016-134908"
"131.84","11","3","83.92","20.56","44","CA-2014-109918"
"131.480","14","3","99.2","9.144","44","CA-2015-148180"
"131.104","7","3","87.168","12.192","44","CA-2016-149783"
"130.98","2","1","130.98","130.98","131","CA-2017-159793"
"130.756","8","2","119.976","10.78","65","CA-2014-124394"
"130.602","10","2","91.008","39.594","65","CA-2017-136364"
"130.568","11","2","119.96","10.608","65","CA-2017-162572"
"130.40","11","2","68.16","62.24","65","CA-2015-161711"
"130.36","9","2","109.92","20.44","65","CA-2016-143924"
"130.328","7","2","70.368","59.96","65","CA-2016-108868"
"130.288","12","3","50.12","32.192","43","US-2015-122140"
"130.28","7","2","97.88","32.4","65","CA-2015-127481"
"129.98","2","1","129.98","129.98","130","CA-2014-127187"
"129.976","7","2","121.104","8.872","65","CA-2016-104969"
"129.93","3","1","129.93","129.93","130","CA-2017-123134"
"129.92","4","1","129.92","129.92","130","CA-2014-151967"
"129.92","5","1","129.92","129.92","130","CA-2014-117429"
"129.832","7","2","115.96","13.872","65","CA-2017-161340"
"129.64","11","3","101.94","1.78","43","US-2015-168732"
"129.60","9","2","98.16","31.44","65","CA-2017-134152"
"129.568","2","1","129.568","129.568","130","US-2014-110674"
"129.52","5","2","122.94","6.58","65","CA-2015-111094"
"129.44","8","2","99.98","29.46","65","CA-2014-100706"
"129.39","3","1","129.39","129.39","129","CA-2017-169124"
"129.33","14","2","71.28","58.05","65","CA-2014-158470"
"129.3","2","1","129.3","129.3","129","CA-2017-164329"
"129.3","2","1","129.3","129.3","129","US-2014-113124"
"129.29","8","2","99.95","29.34","65","CA-2017-143252"
"129.032","2","2","67.84","61.192","65","CA-2016-166226"
"128.928","16","4","75.384","0.984","32","CA-2015-119690"
"128.85","3","1","128.85","128.85","129","CA-2017-129581"
"128.744","7","1","128.744","128.744","129","CA-2015-139738"
"128.67","7","2","120","8.67","64","US-2016-123610"
"128.52","9","2","106.96","21.56","64","CA-2015-148376"
"128.4","3","1","128.4","128.4","128","CA-2016-121356"
"128.4","3","1","128.4","128.4","128","CA-2016-164637"
"128.36","9","3","116.28","5.04","43","CA-2015-100685"
"128.34","6","1","128.34","128.34","128","CA-2016-135965"
"128.322","6","2","98.352","29.97","64","CA-2015-142419"
"128.07","9","3","109.69","4.98","43","CA-2016-146374"
"128.058","3","1","128.058","128.058","128","CA-2017-156895"
"127.984","2","1","127.984","127.984","128","CA-2017-157980"
"127.95","3","1","127.95","127.95","128","CA-2016-154235"
"127.95","3","1","127.95","127.95","128","CA-2017-129028"
"127.95","3","1","127.95","127.95","128","CA-2014-112837"
"127.869","3","1","127.869","127.869","128","CA-2014-110219"
"127.764","2","1","127.764","127.764","128","CA-2015-142734"
"127.688","3","2","124.792","2.896","64","CA-2017-130771"
"127.46","15","2","121.68","5.78","64","CA-2017-147942"
"127.280","4","2","107.984","19.296","64","CA-2016-155474"
"126.98","15","4","67.04","4.17","32","CA-2017-115931"
"126.656","10","2","84.056","42.6","63","CA-2017-118731"
"126.624","6","1","126.624","126.624","127","CA-2014-127859"
"126.176","16","3","60.12","16.52","42","CA-2016-137848"
"125.980","12","4","113.372","1.68","31","CA-2017-163860"
"125.944","7","1","125.944","125.944","126","US-2015-136427"
"125.93","7","1","125.93","125.93","126","CA-2015-146290"
"125.92","11","2","103.6","22.32","63","CA-2016-125843"
"125.81","5","2","122.12","3.69","63","CA-2016-141082"
"125.64","8","2","63.96","61.68","63","US-2015-148817"
"124.75","5","1","124.75","124.75","125","CA-2017-158386"
"124.58","16","4","51.45","7.83","31","CA-2016-145898"
"124.55","10","2","87.71","36.84","62","CA-2015-121776"
"124.404","4","1","124.404","124.404","124","US-2017-123834"
"124.36","2","1","124.36","124.36","124","CA-2017-144827"
"124.20","13","2","89.34","34.86","62","CA-2014-107454"
"124.056","6","2","108.576","15.48","62","US-2016-144211"
"123.92","5","1","123.92","123.92","124","CA-2016-104983"
"123.92","4","1","123.92","123.92","124","CA-2014-119977"
"123.92","5","1","123.92","123.92","124","CA-2016-158547"
"123.656","11","4","88.4","6.48","31","CA-2016-124485"
"123.588","12","2","119.94","3.648","62","CA-2017-138611"
"123.552","3","1","123.552","123.552","124","US-2014-155894"
"123.28","4","2","109.92","13.36","62","CA-2014-135699"
"123.144","7","1","123.144","123.144","123","CA-2014-123323"
"122.97","3","1","122.97","122.97","123","US-2017-152002"
"122.622","4","2","102.582","20.04","61","CA-2015-151869"
"122.6","11","2","94.2","28.4","61","CA-2017-145877"
"122.53","6","2","118.25","4.28","61","CA-2017-122798"
"122.352","3","1","122.352","122.352","122","CA-2016-122448"
"122.34","16","4","51.84","5.4","31","CA-2016-114307"
"122.22","6","2","104.28","17.94","61","CA-2016-122728"
"122.136","3","1","122.136","122.136","122","US-2017-101784"
"122.052","12","2","104.58","17.472","61","CA-2014-119172"
"121.95","12","2","99.9","22.05","61","US-2016-155971"
"121.888","5","2","67.36","54.528","61","CA-2015-125563"
"121.83","5","2","89.97","31.86","61","US-2016-112396"
"121.816","11","3","61.96","19.936","41","CA-2017-167661"
"121.78","2","1","121.78","121.78","122","CA-2016-162159"
"121.536","4","1","121.536","121.536","122","CA-2017-110940"
"121.436","5","2","66.26","55.176","61","US-2016-139486"
"121.24","8","2","95.94","25.3","61","CA-2014-146500"
"121.092","9","2","105.552","15.54","61","CA-2016-136021"
"120.783","20","3","89.991","9.552","40","CA-2017-105991"
"120.756","6","2","98.376","22.38","60","CA-2015-128125"
"120.712","1","1","120.712","120.712","121","CA-2014-102295"
"120.666","2","1","120.666","120.666","121","CA-2015-126137"
"120.666","2","1","120.666","120.666","121","CA-2016-163972"
"120.576","8","1","120.576","120.576","121","CA-2017-163097"
"120.33","1","1","120.33","120.33","120","US-2015-104185"
"120.258","4","2","101.994","18.264","60","US-2014-105137"
"119.976","3","1","119.976","119.976","120","CA-2016-144554"
"119.96","5","1","119.96","119.96","120","CA-2015-103205"
"119.96","1","1","119.96","119.96","120","CA-2017-118864"
"119.94","6","1","119.94","119.94","120","US-2017-118598"
"119.9","2","1","119.9","119.9","120","CA-2015-154886"
"119.8","5","1","119.8","119.8","120","CA-2014-132864"
"119.32","5","2","79.44","39.88","60","CA-2014-144071"
"119.26","4","2","81.96","37.3","60","CA-2016-119935"
"119.178","5","2","115.296","3.882","60","CA-2017-126354"
"118.320","9","3","89.856","13.872","39","CA-2017-144932"
"117.96","2","1","117.96","117.96","118","CA-2016-147431"
"117.958","4","2","85.246","32.712","59","CA-2016-101693"
"117.882","1","1","117.882","117.882","118","CA-2015-165799"
"117.704","9","2","106.344","11.36","59","CA-2014-148488"
"117.62","10","2","108.08","9.54","59","CA-2017-133095"
"117.51","9","2","91.59","25.92","59","CA-2017-110884"
"117.456","3","1","117.456","117.456","117","CA-2015-142433"
"117.136","7","2","82.896","34.24","59","CA-2014-107181"
"116.96","7","3","101.94","6.68","39","CA-2016-169887"
"116.85","7","2","83.88","32.97","58","CA-2014-163293"
"116.832","4","1","116.832","116.832","117","CA-2017-152856"
"116.512","8","2","79.12","37.392","58","CA-2017-127313"
"116.48","12","2","104.8","11.68","58","CA-2017-117023"
"116.4","8","1","116.4","116.4","116","CA-2015-139780"
"116.312","7","1","116.312","116.312","116","CA-2017-149706"
"116.28","3","1","116.28","116.28","116","CA-2014-143413"
"116","8","1","116","116","116","CA-2016-137673"
"115.96","2","1","115.96","115.96","116","US-2017-115301"
"115.952","12","3","41.4","35","39","CA-2014-113929"
"115.916","8","3","88.776","11.56","39","CA-2017-158071"
"115.84","8","1","115.84","115.84","116","CA-2016-105354"
"115.480","3","2","98.392","17.088","58","CA-2016-134516"
"115.46","4","2","75.48","39.98","58","CA-2016-130407"
"115.44","3","1","115.44","115.44","115","US-2015-113593"
"115.40","8","3","85.52","9.84","38","CA-2015-104514"
"115.36","7","1","115.36","115.36","115","CA-2014-107755"
"115.36","7","1","115.36","115.36","115","US-2014-157231"
"115.296","3","1","115.296","115.296","115","CA-2015-111199"
"115.296","3","1","115.296","115.296","115","CA-2017-136609"
"115.136","8","1","115.136","115.136","115","CA-2016-111318"
"114.95","5","1","114.95","114.95","115","CA-2016-134425"
"114.9","5","1","114.9","114.9","115","CA-2017-131625"
"114.848","4","1","114.848","114.848","115","CA-2017-140508"
"114.840","11","4","55.168","3.528","29","US-2016-146710"
"114.784","17","3","58.36","16.464","38","US-2014-117744"
"114.684","7","3","103.5","2.464","38","US-2017-119816"
"114.560","6","2","108.576","5.984","57","CA-2016-111976"
"114.46","2","1","114.46","114.46","114","CA-2016-125206"
"114.414","9","2","107.424","6.99","57","CA-2017-103352"
"114.376","15","4","59.712","11.648","29","CA-2017-132976"
"114.37","15","3","42.8","33.63","38","CA-2015-137708"
"114.2","5","1","114.2","114.2","114","CA-2014-151379"
"113.72","8","2","107.94","5.78","57","US-2014-154879"
"113.568","2","1","113.568","113.568","114","CA-2017-168102"
"113.568","2","1","113.568","113.568","114","CA-2016-113425"
"113.41","8","2","91.6","21.81","57","US-2017-169502"
"113.1","3","1","113.1","113.1","113","CA-2015-110947"
"112.542","9","2","89.712","22.83","56","CA-2014-157546"
"112.12","6","3","96.08","4.36","37","CA-2016-151372"
"112.04","7","2","101.88","10.16","56","CA-2015-105970"
"111.96","2","1","111.96","111.96","112","CA-2016-127642"
"111.96","2","1","111.96","111.96","112","CA-2016-159345"
"111.96","4","1","111.96","111.96","112","CA-2017-140494"
"111.93","7","1","111.93","111.93","112","CA-2014-159121"
"111.904","10","4","55.968","15.552","28","US-2015-130519"
"111.888","7","1","111.888","111.888","112","CA-2016-144792"
"111.79","7","1","111.79","111.79","112","CA-2017-141138"
"111.79","7","1","111.79","111.79","112","CA-2014-167360"
"111.760","8","2","108.768","2.992","56","CA-2015-148873"
"111.75","7","2","69.9","41.85","56","CA-2016-155992"
"111.672","9","1","111.672","111.672","112","CA-2016-100671"
"111.672","9","1","111.672","111.672","112","CA-2016-169334"
"111.496","11","3","54.712","7.216","37","CA-2016-118052"
"111.42","10","2","101.34","10.08","56","CA-2017-166856"
"111.15","5","1","111.15","111.15","111","CA-2014-122217"
"111.104","7","1","111.104","111.104","111","CA-2016-111283"
"111.050","7","4","41.584","13.494","28","CA-2014-164182"
"110.528","4","1","110.528","110.528","111","CA-2015-134082"
"110.433","6","2","106.869","3.564","55","US-2017-118556"
"110.098","7","2","95.648","14.45","55","CA-2014-153479"
"109.968","14","2","67.92","42.048","55","CA-2017-132213"
"109.9","5","1","109.9","109.9","110","CA-2017-143658"
"109.9","5","1","109.9","109.9","110","CA-2016-138079"
"109.836","5","2","56.52","53.316","55","CA-2014-114517"
"109.764","2","1","109.764","109.764","110","CA-2015-100657"
"109.704","5","2","100.8","8.904","55","CA-2017-167626"
"109.62","13","3","59.52","15.7","37","CA-2017-147844"
"109.360","8","2","78.256","31.104","55","CA-2015-127110"
"109.252","7","2","104.58","4.672","55","CA-2016-158211"
"109.208","5","2","95.992","13.216","55","CA-2017-122077"
"108.92","14","1","108.92","108.92","109","CA-2014-158337"
"108.80","6","2","95.84","12.96","54","CA-2017-107748"
"108.444","12","4","66.96","10.332","27","CA-2014-130673"
"108.420","7","3","82.8","4.896","36","US-2016-150147"
"108.4","5","1","108.4","108.4","108","CA-2017-161557"
"108.13","15","3","75.88","6.33","36","CA-2017-104927"
"107.986","6","3","99.28","1.188","36","CA-2017-149489"
"107.982","3","1","107.982","107.982","108","CA-2015-114923"
"107.976","3","1","107.976","107.976","108","CA-2015-123330"
"107.97","3","1","107.97","107.97","108","CA-2017-125381"
"107.94","3","1","107.94","107.94","108","CA-2016-140774"
"107.864","4","2","79.512","28.352","54","CA-2016-111794"
"107.83","7","2","100","7.83","54","CA-2016-106894"
"107.772","2","1","107.772","107.772","108","US-2015-125374"
"107.754","7","2","70.97","36.784","54","CA-2015-129217"
"107.648","2","1","107.648","107.648","108","CA-2017-155712"
"107.648","2","1","107.648","107.648","108","US-2014-131982"
"107.552","4","2","97.184","10.368","54","US-2017-117450"
"107.44","10","1","107.44","107.44","107","CA-2014-132801"
"107.396","6","3","99.372","2.672","36","CA-2016-157511"
"107.346","10","4","51.45","7.86","27","CA-2014-166961"
"107.07","16","3","60.35","11.2","36","CA-2016-169824"
"106.944","10","2","96.256","10.688","53","CA-2014-125136"
"106.88","8","2","80.96","25.92","53","CA-2015-107685"
"106.8","10","1","106.8","106.8","107","CA-2015-138331"
"106.68","6","1","106.68","106.68","107","CA-2015-108672"
"106.5","6","1","106.5","106.5","107","CA-2015-102722"
"106.336","6","2","95.968","10.368","53","CA-2016-108581"
"106.32","3","1","106.32","106.32","106","CA-2017-107265"
"106.104","5","2","95.736","10.368","53","CA-2017-125115"
"106.08","6","1","106.08","106.08","106","CA-2016-166373"
"106.08","6","3","67.98","8.26","35","CA-2015-155054"
"106.0208","4","2","78.8528","27.168","53","CA-2017-136539"
"105.688","14","4","40.14","14.62","26","CA-2015-113110"
"105.52","4","1","105.52","105.52","106","CA-2014-159681"
"105.52","4","1","105.52","105.52","106","CA-2016-108350"
"105.52","4","1","105.52","105.52","106","CA-2016-154067"
"105.42","2","1","105.42","105.42","105","CA-2015-134782"
"105.408","10","3","74.112","3.304","35","CA-2017-119004"
"104.92","4","2","75.6","29.32","52","US-2014-130379"
"104.85","1","1","104.85","104.85","105","CA-2017-117807"
"104.85","1","1","104.85","104.85","105","CA-2016-112060"
"104.75","5","1","104.75","104.75","105","US-2017-139577"
"104.712","11","2","63.936","40.776","52","CA-2016-109743"
"104.696","1","1","104.696","104.696","105","CA-2016-108959"
"104.51","16","4","36.63","10.67","26","CA-2015-162537"
"103.968","6","1","103.968","103.968","104","CA-2016-158575"
"103.968","4","2","71.984","31.984","52","CA-2017-158407"
"103.936","4","1","103.936","103.936","104","CA-2014-149594"
"103.6","7","1","103.6","103.6","104","CA-2014-144407"
"103.50","14","5","32.67","11.43","21","US-2014-164763"
"103.480","6","2","65.584","37.896","52","CA-2017-169404"
"103.20","8","2","75.96","27.24","52","CA-2016-128867"
"103.056","3","1","103.056","103.056","103","CA-2017-108910"
"103.054","10","3","85.246","8.856","34","CA-2016-162383"
"102.93","3","1","102.93","102.93","103","CA-2017-132955"
"102.83","6","2","101.84","0.99","51","CA-2017-126536"
"102.72","3","1","102.72","102.72","103","US-2017-100398"
"102.656","5","2","88.752","13.904","51","CA-2017-127285"
"102.3","1","1","102.3","102.3","102","CA-2017-106747"
"102.218","5","2","90.57","11.648","51","CA-2016-121755"
"101.752","11","2","71.952","29.8","51","CA-2017-136623"
"101.728","8","2","52.096","49.632","51","CA-2014-151001"
"101.57","3","2","94.99","6.58","51","CA-2014-154781"
"101.12","8","1","101.12","101.12","101","CA-2017-146626"
"101.062","11","3","37.59","26.032","34","CA-2017-133823"
"101.004","17","4","75.36","4.536","25","CA-2015-122287"
"100.94","7","1","100.94","100.94","101","CA-2017-132346"
"100.922","4","2","95.984","4.938","50","CA-2017-161893"
"100.860","9","2","73.164","27.696","50","CA-2015-105613"
"100.8","2","1","100.8","100.8","101","CA-2015-137071"
"100.716","3","2","99.372","1.344","50","CA-2016-163153"
"100.704","6","1","100.704","100.704","101","CA-2014-101175"
"100.616","14","3","70.448","14.368","34","CA-2016-160129"
"100.496","10","2","50.96","49.536","50","CA-2016-134775"
"100.398","6","2","74.352","26.046","50","CA-2014-123498"
"100.36","14","2","58.48","41.88","50","CA-2014-130449"
"100.25","14","3","40.46","25.92","33","US-2016-108455"
"100.24","10","1","100.24","100.24","100","CA-2014-151897"
"100.164","6","3","73.584","6.48","33","CA-2016-109806"
"100.160","6","2","67.136","33.024","50","CA-2016-113516"
"99.98","2","1","99.98","99.98","100","CA-2014-152233"
"99.98","2","1","99.98","99.98","100","CA-2014-103058"
"99.872","7","2","64.704","35.168","50","CA-2016-155138"
"99.87","3","1","99.87","99.87","100","US-2017-143175"
"99.87","3","1","99.87","99.87","100","CA-2017-100825"
"99.86","4","2","81.96","17.9","50","CA-2015-142993"
"99.846","9","1","99.846","99.846","100","CA-2016-120796"
"99.568","2","1","99.568","99.568","100","CA-2016-130225"
"99.39","3","1","99.39","99.39","99","CA-2016-105963"
"99.26","7","3","53.34","12.96","33","CA-2015-149587"
"99.2","5","1","99.2","99.2","99","CA-2015-143616"
"99.2","5","1","99.2","99.2","99","US-2017-141509"
"99.156","5","2","95.952","3.204","50","CA-2016-133123"
"99.136","4","1","99.136","99.136","99","US-2016-134656"
"99.136","4","1","99.136","99.136","99","CA-2014-164259"
"98.60","4","2","59.98","38.62","49","CA-2017-139822"
"98.446","13","3","45.216","24.448","33","US-2017-149510"
"98.352","3","1","98.352","98.352","98","CA-2015-131072"
"98.35","4","2","71.97","26.38","49","CA-2017-168193"
"98.328","3","1","98.328","98.328","98","US-2016-141880"
"98.16","6","1","98.16","98.16","98","CA-2016-111493"
"97.96","7","3","64.96","12.96","33","CA-2016-130477"
"97.918","10","2","71.928","25.99","49","US-2017-158505"
"97.84","2","1","97.84","97.84","98","CA-2017-138548"
"97.684","16","5","33.568","6.732","20","CA-2015-113131"
"97.424","2","1","97.424","97.424","97","US-2015-131842"
"97.3","7","1","97.3","97.3","97","CA-2017-137918"
"97.264","4","1","97.264","97.264","97","US-2017-152366"
"97.236","6","2","83.988","13.248","49","US-2017-131961"
"97.16","2","1","97.16","97.16","97","CA-2017-153787"
"97.112","5","2","83.84","13.272","49","CA-2014-111059"
"97.056","11","2","94.192","2.864","49","CA-2017-103478"
"96.604","3","2","61.06","35.544","48","CA-2015-105725"
"96.53","7","1","96.53","96.53","97","CA-2017-161018"
"96.36","6","1","96.36","96.36","96","CA-2017-137323"
"96.10","5","2","76.14","19.96","48","US-2015-111927"
"95.984","2","1","95.984","95.984","96","CA-2017-135034"
"95.976","3","1","95.976","95.976","96","CA-2017-137365"
"95.968","4","1","95.968","95.968","96","CA-2014-131527"
"95.92","8","1","95.92","95.92","96","CA-2017-122105"
"95.84","4","1","95.84","95.84","96","CA-2015-104052"
"95.76","6","1","95.76","95.76","96","CA-2016-103891"
"95.66","12","2","83.9","11.76","48","CA-2017-167227"
"95.616","2","1","95.616","95.616","96","CA-2017-139619"
"95.52","6","2","64.96","30.56","48","CA-2017-137876"
"95.388","16","4","31.5","8.96","24","CA-2017-131492"
"94.784","4","2","57.576","37.208","47","US-2017-145366"
"94.732","3","2","52.792","41.94","47","CA-2014-134726"
"94.688","21","3","55.936","18.432","32","CA-2015-153038"
"94.508","7","4","74.416","5.248","24","CA-2017-140298"
"94.452","8","3","63.312","15.552","31","CA-2016-126529"
"94.428","3","1","94.428","94.428","94","US-2014-102631"
"94.36","5","2","76.12","18.24","47","CA-2017-149944"
"94.264","7","3","68.704","3.132","31","CA-2014-114195"
"94.2","5","1","94.2","94.2","94","CA-2017-126634"
"94.08","6","2","79.92","14.16","47","CA-2016-117919"
"93.98","2","1","93.98","93.98","94","CA-2016-169166"
"93.90","5","2","87.92","5.98","47","CA-2016-131380"
"93.888","4","1","93.888","93.888","94","CA-2014-110072"
"93.79","6","2","77.55","16.24","47","CA-2015-149601"
"93.724","5","2","84.784","8.94","47","CA-2017-101308"
"93.52","9","2","56.56","36.96","47","CA-2017-161102"
"93.456","3","1","93.456","93.456","93","US-2016-152373"
"93.36","12","1","93.36","93.36","93","CA-2016-139808"
"93.174","5","2","87.96","5.214","47","CA-2014-124079"
"93.060","18","3","51.648","11.232","31","US-2016-119046"
"93.024","3","1","93.024","93.024","93","CA-2014-128986"
"93.02","2","1","93.02","93.02","93","CA-2016-101189"
"92.94","3","1","92.94","92.94","93","CA-2017-126865"
"92.856","9","2","56.568","36.288","46","CA-2014-108273"
"92.70","7","3","39.92","20.24","31","CA-2016-119074"
"92.52","6","1","92.52","92.52","93","CA-2014-132787"
"92.52","9","1","92.52","92.52","93","CA-2014-143385"
"92.394","6","2","73.344","19.05","46","CA-2017-120222"
"92.36","14","4","45.48","6.56","23","CA-2014-128237"
"92.052","22","5","42.048","6.9","18","CA-2015-124541"
"92.032","7","2","66.112","25.92","46","CA-2017-169439"
"91.96","4","1","91.96","91.96","92","CA-2017-120761"
"91.92","5","1","91.92","91.92","92","CA-2014-152422"
"91.726","8","4","43.872","5.248","23","CA-2017-144638"
"91.68","3","1","91.68","91.68","92","CA-2014-148761"
"91.488","15","2","60.672","30.816","46","US-2014-131870"
"91.475","1","1","91.475","91.475","91","CA-2016-140977"
"91.416","6","2","71.976","19.44","46","CA-2017-119424"
"91.275","1","1","91.275","91.275","91","CA-2017-117653"
"91.23","12","2","62.79","28.44","46","CA-2016-144540"
"91.193","6","2","87.92","3.273","46","US-2017-110149"
"91.14","10","2","45.78","45.36","46","CA-2017-108749"
"91.056","6","1","91.056","91.056","91","CA-2014-100293"
"91.032","3","1","91.032","91.032","91","CA-2017-123239"
"90.882","1","1","90.882","90.882","91","CA-2015-127327"
"90.86","7","1","90.86","90.86","91","CA-2017-122007"
"90.64","8","1","90.64","90.64","91","CA-2017-154809"
"90.61","2","2","70.71","19.9","45","CA-2014-157721"
"90.60","5","2","63.88","26.72","45","US-2017-133081"
"90.58","16","3","49.12","15","30","CA-2014-133830"
"90.57","3","1","90.57","90.57","91","US-2017-113852"
"90.516","6","2","45.576","44.94","45","CA-2016-146836"
"90.48","2","1","90.48","90.48","90","CA-2016-150077"
"90.396","12","4","37.44","11.36","23","CA-2016-161669"
"90.24","6","1","90.24","90.24","90","CA-2014-113579"
"90.168","7","3","59.52","13.168","30","CA-2015-108588"
"90.058","10","2","71.97","18.088","45","CA-2016-126270"
"89.97","3","1","89.97","89.97","90","CA-2016-147536"
