"Product ID","Name","Category","Total Sales","Total Quanity"
"TEC-AC-10003023","Logitech G105 Gaming Keyboard","Technology","759.936","14"
"OFF-AP-10001469","Fellowes 8 Outlet Superior Workstation Surge Protector","Office Supplies","759.122","20"
"OFF-PA-10002581","Xerox 1951","Office Supplies","755.912","30"
"FUR-BO-10002268","Sauder Barrister Bookcases","Furniture","754.7336","16"
"OFF-BI-10001989","Premium Transparent Presentation Covers by GBC","Office Supplies","753.182","43"
"TEC-PH-10002085","Clarity 53712","Technology","752.286","14"
"FUR-BO-10002824","Bush Mission Pointe Library","Furniture","748.8608","6"
"TEC-PH-10001819","Innergie mMini Combo Duo USB Travel Charging Kit","Technology","746.834","19"
"TEC-PH-10003171","Plantronics Encore H101 Dual Earpieces Headset","Technology","746.17","18"
"OFF-PA-10003892","Xerox 1943","Office Supplies","743.432","16"
"TEC-PH-10002923","Logitech B530 USB Headset - headset - Full size  Binaural","Technology","739.800","25"
"OFF-AP-10002191","Belkin 8 Outlet SurgeMaster II Gold Surge Protector","Office Supplies","737.754","15"
"FUR-BO-10003660","Bush Cubix Collection Bookcases  Fully Assembled","Furniture","729.234","4"
"TEC-PH-10003174","RCA ViSYS 25825 Wireless digital phone","Technology","727.944","7"
"FUR-BO-10000468","OSullivan 2-Shelf Heavy-Duty Bookcases","Furniture","723.842","21"
"TEC-MA-10001681","Lexmark MarkNet N8150 Wireless Print Server","Technology","723.51","6"
"OFF-PA-10001954","Xerox 1964","Office Supplies","721.744","33"
"TEC-AC-10001772","Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive","Technology","718.65","45"
"TEC-PH-10001198","Avaya 4621SW VoIP phone","Technology","709.92","12"
"OFF-ST-10003058","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","709.50","30"
"TEC-AC-10000865","WD My Passport Ultra 500GB Portable External Hard Drive","Technology","708","12"
"FUR-CH-10003606","SAFCO Folding Chair Trolley","Furniture","705.320","6"
"OFF-AR-10004022","Panasonic KP-380BK Classic Electric Pencil Sharpener","Office Supplies","705.208","22"
"OFF-BI-10003984","Lock-Up Easel Spel-Binder","Office Supplies","704.691","44"
"TEC-MA-10001695","Zebra GK420t Direct Thermal/Thermal Transfer Printer","Technology","703.71","6"
"FUR-FU-10004845","Deflect-o EconoMat Nonstudded  No Bevel Mat","Furniture","702.44","14"
"TEC-PH-10001924","iHome FM Clock Radio with Lightning Dock","Technology","699.900","13"
"OFF-BI-10003007","Premium Transparent Presentation Covers  No Pattern/Clear  8 1/2 x 11","Office Supplies","698.040","29"
"FUR-CH-10002044","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms  Plum","Furniture","694.194","7"
"OFF-AP-10003842","Euro-Pro Shark Turbo Vacuum","Office Supplies","693.952","24"
"TEC-PH-10002564","OtterBox Defender Series Case - Samsung Galaxy S4","Technology","689.770","27"
"TEC-PH-10000562","Samsung Convoy 3","Technology","688.138","9"
"FUR-CH-10000553","Metal Folding Chairs  Beige  4/Carton","Furniture","685.588","23"
"OFF-PA-10003129","Tops White Computer Printout Paper","Office Supplies","684.74","14"
"OFF-ST-10002276","Safco Steel Mobile File Cart","Office Supplies","683.552","9"
"FUR-FU-10001215","Howard Miller 11-1/2 Diameter Brentwood Wall Clock","Furniture","681.454","17"
"FUR-FU-10004973","Flat Face Poster Frame","Furniture","678.240","51"
"OFF-AP-10002734","Holmes Harmony HEPA Air Purifier for 17 x 20 Room","Office Supplies","675.12","3"
"FUR-FU-10004006","Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting","Furniture","673.87","17"
"OFF-AR-10004010","Hunt Boston Vacuum Mount KS Pencil Sharpener","Office Supplies","671.808","20"
"OFF-BI-10004492","Tuf-Vin Binders","Office Supplies","669.496","26"
"OFF-BI-10003364","Binding Machine Supplies","Office Supplies","667.993","32"
"OFF-AP-10003040","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies","665.676","25"
"OFF-AP-10002867","Fellowes Command Center 5-outlet power strip","Office Supplies","664.832","15"
"OFF-BI-10004330","GBC Velobind Prepunched Cover Sets  Regency Series","Office Supplies","661.942","33"
"OFF-BI-10000666","Surelock Post Binders","Office Supplies","653.984","29"
"FUR-TA-10001676","Hon 61000 Series Interactive Training Tables","Furniture","653.121","22"
"OFF-ST-10004950","Acco Perma 3000 Stacking Storage Drawers","Office Supplies","652.624","43"
"OFF-PA-10001357","Xerox 1886","Office Supplies","651.44","14"
"FUR-BO-10003450","Bush Westfield Collection Bookcases  Dark Cherry Finish","Furniture","649.376","14"
"TEC-MA-10001856","Okidata C610n Printer","Technology","649","2"
"OFF-AP-10001124","Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection","Office Supplies","647.84","8"
"OFF-LA-10002762","Avery 485","Office Supplies","639.03","51"
"FUR-TA-10004767","Safco Drafting Table","Furniture","638.820","12"
"FUR-FU-10001876","Computer Room Manger  14","Furniture","636.608","22"
"OFF-EN-10001434","Strathmore #10 Envelopes  Ultimate White","Office Supplies","632.52","12"
"TEC-AC-10003590","TRENDnet 56K USB 2.0 Phone  Internet and Fax Modem","Technology","626.538","25"
"TEC-PH-10004080","Avaya 5410 Digital phone","Technology","625.508","13"
"OFF-PA-10001736","Xerox 1880","Office Supplies","623.744","18"
"TEC-AC-10002550","Maxell 4.7GB DVD-RW 3/Pack","Technology","619.416","27"
"OFF-AR-10001044","BOSTON Ranger #55 Pencil Sharpener  Black","Office Supplies","618.562","27"
"TEC-PH-10001527","Plantronics MX500i Earset","Technology","618.48","15"
"OFF-PA-10004039","Xerox 1882","Office Supplies","615.780","12"
"OFF-PA-10004475","Xerox 1940","Office Supplies","615.552","12"
"OFF-ST-10000943","Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black","Office Supplies","614.058","35"
"OFF-ST-10000777","Companion Letter/Legal File  Black","Office Supplies","611.712","17"
"OFF-BI-10002854","Performers Binder/Pad Holder  Black","Office Supplies","611.054","36"
"OFF-EN-10002831","Tyvek  Top-Opening Peel & Seel  Envelopes  Gray","Office Supplies","610.98","17"
"TEC-PH-10003092","Motorola L804","Technology","607.068","19"
"TEC-PH-10002597","Xblue XB-1670-86 X16 Small Office Telephone - Titanium","Technology","604.752","5"
"OFF-PA-10004327","Xerox 1911","Office Supplies","603.54","13"
"FUR-CH-10002780","Office Star - Task Chair with Contemporary Loop Arms","Furniture","600.468","8"
"TEC-MA-10004626","Lexmark 20R1285 X6650 Wireless All-in-One Printer","Technology","600","6"
"TEC-PH-10001448","Anker Astro 15000mAh USB Portable Charger","Technology","599.880","13"
"OFF-ST-10000934","Contico 72H Heavy-Duty Storage System","Office Supplies","598.308","16"
"TEC-MA-10003674","Hewlett-Packard Deskjet 5550 Printer","Technology","597.132","3"
"OFF-PA-10002923","Xerox 1942","Office Supplies","597.068","13"
"TEC-PH-10003357","Grandstream GXP2100 Mainstream Business Phone","Technology","596.622","10"
"OFF-PA-10002222","Xerox Color Copier Paper  11 x 17  Ream","Office Supplies","593.84","27"
"TEC-AC-10001114","Microsoft Wireless Mobile Mouse 4000","Technology","591.852","15"
"TEC-PH-10000675","Panasonic KX TS3282B Corded phone","Technology","590.328","9"
"OFF-PA-10001790","Xerox 1910","Office Supplies","586.088","14"
"OFF-BI-10003982","Wilson Jones Century Plastic Molded Ring Binders","Office Supplies","583.637","48"
"TEC-AC-10000991","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","Technology","582.676","13"
"OFF-ST-10000676","Fellowes Econo/Stor Drawers","Office Supplies","581.58","7"
"FUR-FU-10001986","Dana Fluorescent Magnifying Lamp  White  36","Furniture","581.172","14"
"TEC-MA-10001016","Canon PC170 Desktop Personal Copier","Technology","575.82","6"
"OFF-PA-10003790","Xerox 1991","Office Supplies","575.568","26"
"FUR-FU-10004748","Howard Miller 16 Diameter Gallery Wall Clock","Furniture","575.46","12"
"OFF-LA-10001474","Avery 477","Office Supplies","573.964","20"
"OFF-AR-10002240","Panasonic KP-150 Electric Pencil Sharpener","Office Supplies","573.648","16"
"OFF-PA-10002319","Xerox 1944","Office Supplies","573.648","16"
"TEC-PH-10000011","PureGear Roll-On Screen Protector","Technology","571.714","34"
"TEC-AC-10004595","First Data TMFD35 PIN Pad","Technology","571.2","4"
"OFF-EN-10002504","Tyvek  Top-Opening Peel & Seel Envelopes  Plain White","Office Supplies","570.780","24"
"OFF-BI-10003876","Green Canvas Binder for 8-1/2 x 14 Sheets","Office Supplies","569.24","19"
"OFF-AR-10003903","Sanford 52201 APSCO Electric Pencil Sharpener","Office Supplies","565.386","14"
"TEC-AC-10003280","Belkin F8E887 USB Wired Ergonomic Keyboard","Technology","563.812","21"
"FUR-FU-10003975","Eldon Advantage Chair Mats for Low to Medium Pile Carpets","Furniture","563.03","13"
"OFF-AP-10000159","Belkin F9M820V08 8 Outlet Surge","Office Supplies","558.740","15"
"TEC-AC-10000057","Microsoft Natural Ergonomic Keyboard 4000","Technology","557.814","19"
"TEC-AC-10002006","Memorex Micro Travel Drive 16 GB","Technology","556.452","39"
"OFF-BI-10001765","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies","554.240","22"
"OFF-EN-10000927","Jet-Pak Recycled Peel N Seal Padded Mailers","Office Supplies","552.706","19"
"TEC-AC-10001874","Logitech Wireless Anywhere Mouse MX for PC and Mac","Technology","551.908","11"
"FUR-FU-10002759","12-1/2 Diameter Round Wall Clock","Furniture","551.448","36"
"TEC-AC-10004901","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ","Technology","549.890","13"
"OFF-AP-10004336","Conquest 14 Commercial Heavy-Duty Upright Vacuum  Collection System  Accessory Kit","Office Supplies","546.816","12"
"FUR-FU-10001602","Eldon Delta Triangular Chair Mat  52 x 58  Clear","Furniture","546.192","17"
"TEC-PH-10001468","Panasonic Business Telephones KX-T7736","Technology","546.06","3"
"OFF-BI-10002794","Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets","Office Supplies","545.034","22"
"TEC-AC-10003399","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive","Technology","543.60","15"
"OFF-PA-10001019","Xerox 1884","Office Supplies","543.456","32"
"TEC-PH-10001552","I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","Technology","542.984","52"
"FUR-BO-10002853","OSullivan 5-Shelf Heavy-Duty Bookcases","Furniture","540.804","9"
"OFF-PA-10003656","Xerox 1935","Office Supplies","538.152","21"
"TEC-AC-10003116","Memorex Froggy Flash Drive 8 GB","Technology","536.05","32"
"FUR-FU-10004018","Tensor Computer Mounted Lamp","Furniture","536.04","36"
"OFF-AR-10004602","Boston KS Multi-Size Manual Pencil Sharpener","Office Supplies","533.368","25"
"TEC-AC-10001013","Logitech ClearChat Comfort/USB Headset H390","Technology","533.078","19"
"OFF-BI-10003684","Wilson Jones Legal Size Ring Binders","Office Supplies","532.158","44"
"FUR-FU-10003535","Howard Miller Distant Time Traveler Alarm Clock","Furniture","531.948","21"
"OFF-AR-10002067","Newell 334","Office Supplies","531.712","27"
"OFF-PA-10004353","Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies","527.472","28"
"OFF-BI-10002429","Premier Elliptical Ring Binder  Black","Office Supplies","526.612","46"
"OFF-AR-10003582","Boston Electric Pencil Sharpener  Model 1818  Charcoal Black","Office Supplies","523.59","20"
"OFF-ST-10003641","Space Solutions Industrial Galvanized Steel Shelving.","Office Supplies","520.08","7"
"FUR-TA-10001866","Bevis Round Conference Room Tables and Bases","Furniture","519.941","4"
"OFF-ST-10000636","Rogers Profile Extra Capacity Storage Tub","Office Supplies","518.94","32"
"OFF-ST-10001321","Decoflex Hanging Personal Folder File  Blue","Office Supplies","518.112","35"
"OFF-LA-10003923","Alphabetical Labels for Top Tab Filing","Office Supplies","518.00","37"
"OFF-ST-10001590","Tenex Personal Project File with Scoop Front Design  Black","Office Supplies","517.632","40"
"OFF-PA-10002120","Xerox 1889","Office Supplies","516.624","10"
"TEC-PH-10004912","Cisco SPA112 2 Port Phone Adapter","Technology","516.53","11"
"OFF-AP-10002350","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","Office Supplies","516.216","29"
"TEC-PH-10004896","Nokia Lumia 521 (T-Mobile)","Technology","515.828","20"
"OFF-AP-10001154","Bionaire Personal Warm Mist Humidifier/Vaporizer","Office Supplies","515.79","11"
"FUR-FU-10004952","C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back  8-1/2x11  25/Bx","Furniture","514.556","13"
"FUR-FU-10000758","DAX Natural Wood-Tone Poster Frame","Furniture","513.712","23"
"OFF-PA-10000176","Xerox 1887","Office Supplies","512.190","30"
"OFF-AR-10001955","Newell 319","Office Supplies","511.872","28"
"FUR-FU-10003623","DataProducts Ampli Magnifier Task Lamp  Black ","Furniture","508.728","21"
"TEC-MA-10001031","Socket Bluetooth Cordless Hand Scanner (CHS)","Technology","506.28","3"
"OFF-BI-10001510","Deluxe Heavy-Duty Vinyl Round Ring Binder","Office Supplies","504.240","33"
"TEC-AC-10002335","Logitech Media Keyboard K200","Technology","503.856","16"
"TEC-AC-10000023","Maxell 74 Minute CD-R Spindle  50/Pack","Technology","503.28","24"
"OFF-PA-10003823","Xerox 197","Office Supplies","501.876","18"
"OFF-PA-10000659","Adams Phone Message Book  Professional  400 Message Capacity  5 3/6” x 11”","Office Supplies","501.392","39"
"FUR-FU-10003039","Howard Miller 11-1/2 Diameter Grantwood Wall Clock","Furniture","500.308","14"
"TEC-AC-10003289","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard","Technology","499.750","26"
"OFF-PA-10003134","Xerox 1937","Office Supplies","499.616","12"
"TEC-PH-10000193","Jensen SMPS-640 - speaker phone","Technology","496.584","12"
"OFF-AR-10004042","BOSTON Model 1800 Electric Pencil Sharpeners  Putty/Woodgrain","Office Supplies","496.248","30"
"OFF-BI-10000778","GBC VeloBinder Electric Binding Machine","Office Supplies","496.018","15"
"TEC-PH-10000439","GE DSL Phone Line Filter","Technology","495.876","15"
"TEC-AC-10002600","Belkin QODE FastFit Bluetooth Keyboard","Technology","495.6","9"
"TEC-AC-10000927","Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ","Technology","491.836","17"
"TEC-PH-10003095","Samsung HM1900 Bluetooth Headset","Technology","491.68","27"
"OFF-PA-10000167","Xerox 1925","Office Supplies","489.484","18"
"FUR-BO-10004360","Rush Hierlooms Collection Rich Wood Bookcases","Furniture","489.3792","4"
"OFF-EN-10004483","#10 White Business Envelopes 4 1/8 x 9 1/2","Office Supplies","488.904","32"
"TEC-PH-10000141","Clearsounds A400","Technology","488.326","11"
"FUR-FU-10000076","24-Hour Round Wall Clock","Furniture","487.512","27"
"OFF-BI-10004001","GBC Recycled VeloBinder Covers","Office Supplies","487.344","42"
"OFF-ST-10004180","Safco Commercial Shelving","Office Supplies","483.704","11"
"OFF-ST-10002370","Sortfiler Multipurpose Personal File Organizer  Black","Office Supplies","483.414","24"
"TEC-PH-10001615","AT&T CL82213","Technology","481.234","17"
"OFF-ST-10002583","Fellowes Neat Ideas Storage Cubes","Office Supplies","480.704","16"
"TEC-MA-10002790","NeatDesk Desktop Scanner & Digital Filing System","Technology","479.988","2"
"TEC-AC-10004420","Cherry 142-key Programmable Keyboard","Technology","479.72","4"
"FUR-FU-10004460","Howard Miller 12 Round Wall Clock","Furniture","479.338","14"
"TEC-AC-10003038","Kingston Digital DataTraveler 16GB USB 2.0","Technology","477.93","57"
"TEC-PH-10001300","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4","Technology","477.66","24"
"OFF-ST-10000107","Fellowes Super Stor/Drawer","Office Supplies","477.30","18"
"OFF-AR-10000588","Newell 345","Office Supplies","476.160","26"
"TEC-PH-10000586","AT&T SB67148 SynJ","Technology","475.128","8"
"TEC-AC-10001284","Enermax Briskie RF Wireless Keyboard and Mouse Combo","Technology","469.402","24"
"FUR-FU-10000305","Tenex V2T-RE Standard Weight Series Chair Mat  45 x 53  Lip 25 x 12","Furniture","468.468","7"
"TEC-PH-10004522","Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","Technology","467.920","11"
"FUR-FU-10000193","Tenex Chairmats For Use with Hard Floors","Furniture","467.712","20"
"TEC-AC-10001267","Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...","Technology","467.22","18"
"TEC-PH-10003215","Jackery Bar Premium Fast-charging Portable Charger","Technology","467.22","18"
"FUR-FU-10002878","Seth Thomas 14 Day/Date Wall Clock","Furniture","467.072","17"
"OFF-BI-10004230","GBC Recycled Grain Textured Covers","Office Supplies","466.290","20"
"OFF-BI-10001658","GBC Standard Therm-A-Bind Covers","Office Supplies","466.004","34"
"TEC-MA-10002930","Ricoh - Ink Collector Unit for GX3000 Series Printers","Technology","465.645","14"
"OFF-AP-10002892","Belkin F5C206VTEL 6 Outlet Surge","Office Supplies","464.196","22"
"FUR-FU-10003374","Electrix Fluorescent Magnifier Lamps & Weighted Base","Furniture","463.796","11"
"OFF-ST-10001228","Fellowes Personal Hanging Folder Files  Navy","Office Supplies","462.328","36"
"TEC-AC-10004855","V7 USB Numeric Keypad","Technology","461.868","16"
"OFF-AR-10001615","Newell 34","Office Supplies","460.288","25"
"OFF-ST-10001328","Personal Filing Tote with Lid  Black/Gray","Office Supplies","459.096","31"
"OFF-SU-10000898","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles  3 7/8 Cut  8L","Office Supplies","458.70","36"
"OFF-PA-10000241","IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case","Office Supplies","458.504","16"
"OFF-ST-10001558","Acco Perma 4000 Stacking Storage Drawers","Office Supplies","457.968","31"
"FUR-FU-10001095","DAX Black Cherry Wood-Tone Poster Frame","Furniture","455.456","24"
"FUR-FU-10000629","9-3/4 Diameter Round Wall Clock","Furniture","455.070","34"
"TEC-PH-10004006","Panasonic KX - TS880B Telephone","Technology","453.42","11"
"OFF-AP-10002495","Acco Smartsocket Table Surge Protector  6 Color-Coded Adapter Outlets","Office Supplies","452.965","8"
"OFF-BI-10000315","Poly Designer Cover & Back","Office Supplies","451.962","35"
"TEC-MA-10002109","HP Officejet Pro 8600 e-All-In-One Printer  Copier  Scanner  Fax","Technology","449.970","4"
"OFF-ST-10003638","Mobile Personal File Cube","Office Supplies","449.664","21"
"OFF-AP-10002403","Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors","Office Supplies","448.902","14"
"OFF-SU-10002573","Acme 10 Easy Grip Assistive Scissors","Office Supplies","448.768","26"
"TEC-MA-10003246","Hewlett-Packard Deskjet D4360 Printer","Technology","447.968","4"
"OFF-AR-10002956","Boston 16801 Nautilus Battery Pencil Sharpener","Office Supplies","444.602","23"
"OFF-ST-10002485","Rogers Deluxe File Chest","Office Supplies","443.996","22"
"OFF-PA-10001977","Xerox 194","Office Supplies","443.840","9"
"TEC-AC-10002217","Imation Clip USB flash drive - 8 GB","Technology","443.68","25"
"TEC-PH-10003589","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","Technology","442.554","29"
"FUR-FU-10000222","Seth Thomas 16 Steel Case Clock","Furniture","441.728","19"
"TEC-AC-10003063","Micro Innovations USB RF Wireless Keyboard with Mouse","Technology","440","18"
"FUR-FU-10001588","Deflect-o SuperTray Unbreakable Stackable Tray  Letter  Black","Furniture","437.70","18"
"OFF-AR-10002987","Prismacolor Color Pencil Set","Office Supplies","436.480","24"
"OFF-AP-10000358","Fellowes Basic Home/Office Series Surge Protectors","Office Supplies","436.128","41"
"FUR-FU-10001861","Floodlight Indoor Halogen Bulbs  1 Bulb per Pack  60 Watts","Furniture","434.56","24"
"OFF-BI-10000069","GBC Prepunched Paper  19-Hole  for Binding Systems  24-lb","Office Supplies","433.789","38"
"OFF-EN-10004773","Staple envelope","Office Supplies","433.720","15"
"OFF-AP-10004859","Acco 6 Outlet Guardian Premium Surge Suppressor","Office Supplies","432.432","35"
"OFF-AR-10000937","Dixon Ticonderoga Core-Lock Colored Pencils  48-Color Set","Office Supplies","431.29","13"
"OFF-ST-10004507","Advantus Rolling Storage Box","Office Supplies","428.75","27"
"TEC-PH-10000149","Cisco SPA525G2 IP Phone - Wireless","Technology","426.93","26"
"FUR-FU-10004270","Eldon Image Series Desk Accessories  Burgundy","Furniture","426.560","51"
"FUR-BO-10001619","OSullivan Cherrywood Estates Traditional Bookcase","Furniture","424.90","6"
"OFF-PA-10004381","14-7/8 x 11 Blue Bar Computer Printout Paper","Office Supplies","422.752","10"
"OFF-BI-10001191","Canvas Sectional Post Binders","Office Supplies","422.636","28"
"OFF-LA-10001074","Round Specialty Laser Printer Labels","Office Supplies","421.008","39"
"TEC-AC-10000397","Perixx PERIBOARD-512B  Ergonomic Split Keyboard","Technology","419.88","12"
"TEC-PH-10002807","Motorla HX550 Universal Bluetooth Headset","Technology","419.23","15"
"OFF-PA-10004243","Xerox 1939","Office Supplies","417.34","22"
"OFF-PA-10000483","Xerox 19","Office Supplies","415.132","15"
"TEC-PH-10003800","i.Sound Portable Power - 8000 mAh","Technology","413.322","9"
"OFF-BI-10000962","Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8","Office Supplies","410.004","36"
"OFF-AP-10004532","Kensington 6 Outlet Guardian Standard Surge Protector","Office Supplies","409.60","20"
"FUR-FU-10002501","Nu-Dell Executive Frame","Furniture","409.536","39"
"OFF-ST-10001172","Tennsco Lockers  Sand","Office Supplies","407.012","22"
"OFF-ST-10002289","Safco Wire Cube Shelving System  For Use as 4 or 5 14 Cubes  Black","Office Supplies","406.784","13"
"OFF-PA-10001295","Computer Printout Paper with Letter-Trim Perforations","Office Supplies","405.958","24"
"OFF-AR-10000538","Boston Model 1800 Electric Pencil Sharpener  Gray","Office Supplies","405.36","15"
"OFF-AR-10001897","Model L Table or Wall-Mount Pencil Sharpener","Office Supplies","402.976","24"
"OFF-ST-10000642","Tennsco Lockers  Gray","Office Supplies","402.816","22"
"FUR-BO-10002202","Atlantic Metals Mobile 2-Shelf Bookcases  Custom Colors","Furniture","400.0268","3"
"TEC-MA-10004458","Lexmark X 9575 Professional All-in-One Color Printer","Technology","396","4"
"TEC-PH-10004100","Griffin GC17055 Auxiliary Audio Cable","Technology","395.780","27"
"FUR-FU-10004960","Seth Thomas 12 Clock w/ Goldtone Case","Furniture","390.66","17"
"OFF-BI-10002852","Ibico Standard Transparent Covers","Office Supplies","390.576","34"
"OFF-AR-10004260","Boston 1799 Powerhouse Electric Pencil Sharpener","Office Supplies","389.70","15"
"TEC-AC-10004001","Logitech Wireless Headset H600 Over-The-Head Design","Technology","386.91","10"
"OFF-AP-10002765","Fellowes Advanced Computer Series Surge Protectors","Office Supplies","386.754","15"
"OFF-BI-10004236","XtraLife ClearVue Slant-D Ring Binder  White  3","Office Supplies","386.084","39"
"TEC-MA-10001570","Cisco Desktop Collaboration Experience DX650 IP Video Phone","Technology","385.8","5"
"TEC-PH-10004188","OtterBox Commuter Series Case - Samsung Galaxy S4","Technology","384.846","18"
"TEC-AC-10002647","Logitech Wireless Boombox Speaker - portable - wireless  wired","Technology","383.04","4"
"TEC-AC-10004864","Memorex Micro Travel Drive 32 GB","Technology","379.704","12"
"FUR-FU-10004622","Eldon Advantage Foldable Chair Mats for Low Pile Carpets","Furniture","379.4","10"
"TEC-PH-10002075","AT&T EL51110 DECT","Technology","377.97","3"
"FUR-FU-10002045","Executive Impressions 14","Furniture","377.91","17"
"OFF-BI-10002498","Clear Mylar Reinforcing Strips","Office Supplies","377.538","29"
"OFF-EN-10002500","Globe Weis Peel & Seel First Class Envelopes","Office Supplies","375.732","30"
"OFF-ST-10002301","Tennsco Commercial Shelving","Office Supplies","374.256","21"
"TEC-AC-10004859","Maxell Pro 80 Minute CD-R  10/Pack","Technology","374.072","24"
"TEC-AC-10001553","Memorex 25GB 6X Branded Blu-Ray Recordable Disc  15/Pack","Technology","373.780","26"
"OFF-LA-10004544","Avery 505","Office Supplies","372.96","28"
"OFF-BI-10003638","GBC Durable Plastic Covers","Office Supplies","369.585","34"
"FUR-FU-10003247","36X48 HARDFLOOR CHAIRMAT","Furniture","369.248","21"
"OFF-ST-10000464","Multi-Use Personal File Cart and Caster Set  Three Stacking Bins","Office Supplies","368.456","11"
"TEC-AC-10003657","Lenovo 17-Key USB Numeric Keypad","Technology","367.092","13"
"TEC-AC-10001383","Logitech Wireless Touch Keyboard K400","Technology","364.854","15"
"TEC-AC-10002399","SanDisk Cruzer 32 GB USB Flash Drive","Technology","361.380","20"
"TEC-AC-10004114","KeyTronic 6101 Series - Keyboard - Black","Technology","360.712","10"
"TEC-AC-10001956","Microsoft Arc Touch Mouse","Technology","359.7","7"
"FUR-FU-10000521","Seth Thomas 14 Putty-Colored Wall Clock","Furniture","357.948","13"
"OFF-AP-10000696","Holmes Odor Grabber","Office Supplies","357.616","30"
"TEC-AC-10002167","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","Technology","357","25"
"TEC-AC-10003441","Kingston Digital DataTraveler 32GB USB 2.0","Technology","355.95","22"
"OFF-BI-10003707","Aluminum Screw Posts","Office Supplies","354.032","41"
"OFF-ST-10002406","Pizazz Global Quick File","Office Supplies","353.292","24"
"OFF-PA-10000595","Xerox 1929","Office Supplies","351.736","16"
"TEC-MA-10002981","I.R.I.S IRISCard Anywhere 5 Card Scanner","Technology","350.973","3"
"TEC-AC-10003027","Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","Technology","350.204","13"
"OFF-ST-10004963","Eldon Gobal File Keepers","Office Supplies","348.220","24"
"OFF-ST-10000615","SimpliFile Personal File  Black Granite  15w x 6-15/16d x 11-1/4h","Office Supplies","347.31","32"
"FUR-FU-10004090","Executive Impressions 14 Contract Wall Clock","Furniture","346.788","17"
"OFF-BI-10001721","Trimflex Flexible Post Binders","Office Supplies","346.356","21"
"OFF-ST-10001325","Sterilite Officeware Hinged File Box","Office Supplies","345.840","35"
"OFF-ST-10000876","Eldon Simplefile Box Office","Office Supplies","345.832","30"
"OFF-ST-10000798","2300 Heavy-Duty Transfer File Systems by Perma","Office Supplies","344.724","16"
"OFF-AP-10000692","Fellowes Mighty 8 Compact Surge Protector","Office Supplies","344.590","19"
"FUR-FU-10004597","Eldon Cleatmat Chair Mats for Medium Pile Carpets","Furniture","344.1","8"
"OFF-AP-10001492","Acco Six-Outlet Power Strip  4 Cord Length","Office Supplies","343.076","41"
"OFF-BI-10002353","GBC VeloBind Cover Sets","Office Supplies","342.768","42"
"OFF-PA-10004092","Tops Green Bar Computer Printout Paper","Office Supplies","342.58","7"
"OFF-AR-10004648","Boston 19500 Mighty Mite Electric Pencil Sharpener","Office Supplies","342.55","17"
"TEC-MA-10000904","Brother MFC-9340CDW LED All-In-One Printer  Copier Scanner","Technology","341.991","3"
"TEC-PH-10004959","Classic Ivory Antique Telephone ZL1810","Technology","341.666","4"
"OFF-ST-10000136","Letter Size File","Office Supplies","341.42","10"
"TEC-PH-10002293","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","Technology","339.830","22"
"FUR-FU-10000397","Luxo Economy Swing Arm Lamp","Furniture","338.98","17"
"OFF-ST-10003455","Tenex File Box  Personal Filing Tote with Lid  Black","Office Supplies","338.118","24"
"OFF-EN-10001335","White Business Envelopes with Contemporary Seam  Recycled White Business Envelopes","Office Supplies","336.952","34"
"TEC-MA-10003066","Wasp CCD Handheld Bar Code Reader","Technology","336.51","3"
"TEC-PH-10001644","BlueLounge Milo Smartphone Stand  White/Metallic","Technology","335.888","12"
