"ID","Priority","Sale"
"US-2017-111745","Normal","159.99"
"US-2016-151862","Normal","159.984"
"CA-2016-158358","Normal","159.98"
"CA-2014-132983","Normal","159.98"
"CA-2017-123029","Normal","159.98"
"US-2017-146213","Normal","159.96"
"CA-2016-130267","Normal","159.88"
"US-2017-164147","Normal","159.730"
"US-2017-128398","Normal","159.56"
"CA-2016-110254","Normal","158.81"
"CA-2014-158771","Normal","158.71"
"CA-2015-168564","Normal","158.672"
"US-2014-115413","Normal","158.61"
"CA-2014-131800","Normal","158.388"
"US-2015-110261","Normal","158.376"
"CA-2016-159695","Normal","158.368"
"CA-2017-132521","Normal","158.28"
"CA-2016-166282","Normal","158.256"
"US-2015-136476","Normal","157.794"
"CA-2015-134201","Normal","156.71"
"US-2016-115819","Normal","156.516"
"CA-2016-114944","Normal","156.512"
"US-2017-105830","Normal","156.512"
"CA-2017-116645","Normal","155.94"
"US-2015-164966","Normal","155.88"
"CA-2014-156790","Normal","155.456"
"US-2016-134488","Normal","155.372"
"US-2014-143721","Normal","155.372"
"CA-2017-120061","Normal","155.372"
"CA-2017-146360","Normal","155.34"
"CA-2015-112305","Normal","155.16"
"CA-2017-149076","Normal","154.9"
"CA-2014-111157","Normal","154.624"
"CA-2016-144729","Normal","154.44"
"CA-2015-128013","Normal","154.14"
"CA-2014-115049","Normal","153.824"
"CA-2017-122175","Normal","153.41"
"CA-2014-122609","Normal","153.112"
"CA-2017-133487","Normal","152.94"
"CA-2015-151253","Normal","152.916"
"CA-2015-134943","Normal","152.8"
"CA-2014-167997","Normal","152.64"
"CA-2017-100055","Normal","152.59"
"CA-2016-122017","Normal","152.52"
"CA-2017-155607","Normal","152.074"
"CA-2015-163923","Normal","151.96"
"CA-2017-132262","Normal","151.96"
"CA-2015-157133","Normal","151.96"
"CA-2014-110065","Normal","151.95"
"CA-2017-110842","Normal","151.93"
"CA-2016-128671","Normal","151.82"
"CA-2014-158540","Normal","151.72"
"CA-2017-151008","Normal","151.72"
"CA-2016-107790","Normal","151.192"
"CA-2017-154676","Normal","151.056"
"CA-2015-100734","Normal","150.760"
"CA-2014-146843","Normal","150.232"
"CA-2015-101707","Normal","150.22"
"CA-2017-118577","Normal","150.18"
"CA-2014-114433","Normal","149.97"
"US-2015-156797","Normal","149.96"
"CA-2014-103366","Normal","149.95"
"US-2014-114377","Normal","149.9"
"CA-2016-116547","Normal","149.90"
"CA-2017-100230","Normal","149.872"
"CA-2014-159184","Normal","149.56"
"US-2015-152128","Normal","149.20"
"US-2017-102288","Normal","148.884"
"CA-2017-134796","Normal","148.48"
"CA-2017-141201","Normal","148.257"
"US-2017-132675","Normal","148.16"
"CA-2017-101014","Normal","148.02"
"CA-2016-164511","Normal","147.912"
"US-2017-104661","Normal","147.636"
"CA-2017-138156","Normal","147.568"
"CA-2015-148250","Normal","147.44"
"CA-2014-146731","Normal","147.344"
"CA-2016-123120","Normal","147.26"
"CA-2017-120705","Normal","147.184"
"CA-2017-120999","Normal","147.168"
"CA-2017-169691","Normal","146.89"
"US-2017-157896","Normal","146.82"
"CA-2016-112942","Normal","146.82"
"US-2015-139759","Normal","146.744"
"CA-2015-122973","Normal","146.698"
"US-2014-139640","Normal","146.688"
"US-2016-102141","Normal","146.688"
"CA-2017-146346","Normal","146.352"
"CA-2016-153101","Normal","146.04"
"CA-2017-133249","Normal","145.9"
"CA-2015-168529","Normal","145.9"
"US-2017-168613","Normal","145.764"
"CA-2016-143910","Normal","145.764"
"US-2014-151925","Normal","145.568"
"CA-2015-164007","Normal","145.504"
"CA-2016-139941","Normal","145.50"
"CA-2014-106803","Normal","144.36"
"CA-2016-124506","Normal","143.960"
"CA-2014-164385","Normal","143.952"
"US-2017-103814","Normal","143.856"
"CA-2017-133102","Normal","143.808"
"CA-2017-135650","Normal","143.728"
"CA-2016-153836","Normal","143.702"
"CA-2016-117849","Normal","143.7"
"CA-2015-158701","Normal","143.52"
"CA-2017-107825","Normal","143.48"
"CA-2016-124667","Normal","143.33"
"CA-2016-165918","Normal","143.240"
"CA-2014-105270","Normal","143.128"
"CA-2017-115119","Normal","142.980"
"CA-2017-139913","Normal","142.92"
"CA-2017-112725","Normal","142.344"
"CA-2014-133753","Normal","142.344"
"CA-2016-132066","Normal","142.182"
"CA-2017-100412","Normal","141.96"
"CA-2015-114237","Normal","141.96"
"CA-2015-151680","Normal","141.96"
"CA-2016-146157","Normal","141.576"
"CA-2016-115574","Normal","141.372"
"US-2016-123470","Normal","141.210"
"CA-2017-105620","Normal","141"
"US-2015-110569","Normal","140.986"
"CA-2017-169999","Normal","140.868"
"CA-2016-157763","Normal","140.81"
"CA-2014-121664","Normal","140.736"
"CA-2015-161445","Normal","140.736"
"CA-2016-101525","Normal","140.52"
"CA-2015-136420","Normal","139.816"
"CA-2014-123855","Normal","139.8"
"CA-2017-151281","Normal","139.58"
"US-2015-157014","Normal","139.544"
"CA-2014-163559","Normal","139.44"
"CA-2015-166135","Normal","139.424"
"CA-2015-105102","Normal","139.216"
"CA-2017-158876","Normal","138.696"
"CA-2016-166380","Normal","138.53"
"CA-2017-139080","Normal","138.432"
"CA-2017-143021","Normal","138.382"
"US-2017-104437","Normal","137.94"
"CA-2014-140403","Normal","137.632"
"CA-2014-108861","Normal","136.96"
"CA-2015-157959","Normal","136.92"
"US-2015-123918","Normal","136.720"
"CA-2017-139304","Normal","136.526"
"US-2016-126431","Normal","136.43"
"CA-2017-107125","Normal","136.328"
"CA-2017-145506","Normal","136.26"
"CA-2017-160927","Normal","136.20"
"CA-2016-160234","Normal","135.95"
"US-2015-146745","Normal","135.936"
"CA-2016-121447","Normal","135.8"
"CA-2017-169859","Normal","134.91"
"CA-2016-167759","Normal","134.85"
"CA-2014-160262","Normal","134.60"
"CA-2017-164826","Normal","134.524"
"CA-2015-137897","Normal","134.5"
"CA-2014-131310","Normal","134.400"
"CA-2015-159863","Normal","134.376"
"US-2016-164945","Normal","134.272"
"US-2017-125647","Normal","133.896"
"CA-2017-138464","Normal","133.576"
"US-2016-157728","Normal","133.54"
"CA-2016-146143","Normal","133.38"
"CA-2014-104472","Normal","133.128"
"US-2017-147998","Normal","133.12"
"CA-2016-133697","Normal","132.950"
"CA-2015-125185","Normal","132.940"
"CA-2016-133340","Normal","132.809"
"US-2016-156986","Normal","132.709"
"CA-2017-156818","Normal","132.6"
"CA-2017-106103","Normal","132.52"
"CA-2017-157448","Normal","132.36"
"CA-2016-125017","Normal","132.224"
"US-2016-134908","Normal","132.168"
"CA-2014-109918","Normal","131.84"
"CA-2015-148180","Normal","131.480"
"CA-2016-149783","Normal","131.104"
"CA-2017-159793","Normal","130.98"
"CA-2014-124394","Normal","130.756"
"CA-2017-136364","Normal","130.602"
"CA-2017-162572","Normal","130.568"
"CA-2015-161711","Normal","130.40"
"CA-2016-143924","Normal","130.36"
"CA-2016-108868","Normal","130.328"
"US-2015-122140","Normal","130.288"
"CA-2015-127481","Normal","130.28"
"CA-2014-127187","Normal","129.98"
"CA-2016-104969","Normal","129.976"
"CA-2017-123134","Normal","129.93"
"CA-2014-151967","Normal","129.92"
"CA-2014-117429","Normal","129.92"
"CA-2017-161340","Normal","129.832"
"US-2015-168732","Normal","129.64"
"CA-2017-134152","Normal","129.60"
"US-2014-110674","Normal","129.568"
"CA-2015-111094","Normal","129.52"
"CA-2014-100706","Normal","129.44"
"CA-2017-169124","Normal","129.39"
"CA-2014-158470","Normal","129.33"
"CA-2017-164329","Normal","129.3"
"US-2014-113124","Normal","129.3"
"CA-2017-143252","Normal","129.29"
"CA-2016-166226","Normal","129.032"
"CA-2015-119690","Normal","128.928"
"CA-2017-129581","Normal","128.85"
"CA-2015-139738","Normal","128.744"
"US-2016-123610","Normal","128.67"
"CA-2015-148376","Normal","128.52"
"CA-2016-121356","Normal","128.4"
"CA-2016-164637","Normal","128.4"
"CA-2015-100685","Normal","128.36"
"CA-2016-135965","Normal","128.34"
"CA-2015-142419","Normal","128.322"
"CA-2016-146374","Normal","128.07"
"CA-2017-156895","Normal","128.058"
"CA-2017-157980","Normal","127.984"
"CA-2016-154235","Normal","127.95"
"CA-2017-129028","Normal","127.95"
"CA-2014-112837","Normal","127.95"
"CA-2014-110219","Normal","127.869"
"CA-2015-142734","Normal","127.764"
"CA-2017-130771","Normal","127.688"
"CA-2017-147942","Normal","127.46"
"CA-2016-155474","Normal","127.280"
"CA-2017-115931","Normal","126.98"
"CA-2017-118731","Normal","126.656"
"CA-2014-127859","Normal","126.624"
"CA-2016-137848","Normal","126.176"
"CA-2017-163860","Normal","125.980"
"US-2015-136427","Normal","125.944"
"CA-2015-146290","Normal","125.93"
"CA-2016-125843","Normal","125.92"
"CA-2016-141082","Normal","125.81"
"US-2015-148817","Normal","125.64"
"CA-2017-158386","Normal","124.75"
"CA-2016-145898","Normal","124.58"
"CA-2015-121776","Normal","124.55"
"US-2017-123834","Normal","124.404"
"CA-2017-144827","Normal","124.36"
"CA-2014-107454","Normal","124.20"
"US-2016-144211","Normal","124.056"
"CA-2016-104983","Normal","123.92"
"CA-2014-119977","Normal","123.92"
"CA-2016-158547","Normal","123.92"
"CA-2016-124485","Normal","123.656"
"CA-2017-138611","Normal","123.588"
"US-2014-155894","Normal","123.552"
"CA-2014-135699","Normal","123.28"
"CA-2014-123323","Normal","123.144"
"US-2017-152002","Normal","122.97"
"CA-2015-151869","Normal","122.622"
"CA-2017-145877","Normal","122.6"
"CA-2017-122798","Normal","122.53"
"CA-2016-122448","Normal","122.352"
"CA-2016-114307","Normal","122.34"
"CA-2016-122728","Normal","122.22"
"US-2017-101784","Normal","122.136"
"CA-2014-119172","Normal","122.052"
"US-2016-155971","Normal","121.95"
"CA-2015-125563","Normal","121.888"
"US-2016-112396","Normal","121.83"
"CA-2017-167661","Normal","121.816"
"CA-2016-162159","Normal","121.78"
"CA-2017-110940","Normal","121.536"
"US-2016-139486","Normal","121.436"
"CA-2014-146500","Normal","121.24"
"CA-2016-136021","Normal","121.092"
"CA-2017-105991","Normal","120.783"
"CA-2015-128125","Normal","120.756"
"CA-2014-102295","Normal","120.712"
"CA-2015-126137","Normal","120.666"
"CA-2016-163972","Normal","120.666"
"CA-2017-163097","Normal","120.576"
"US-2015-104185","Normal","120.33"
"US-2014-105137","Normal","120.258"
"CA-2016-144554","Normal","119.976"
"CA-2015-103205","Normal","119.96"
"CA-2017-118864","Normal","119.96"
"US-2017-118598","Normal","119.94"
"CA-2015-154886","Normal","119.9"
"CA-2014-132864","Normal","119.8"
"CA-2014-144071","Normal","119.32"
"CA-2016-119935","Normal","119.26"
"CA-2017-126354","Normal","119.178"
"CA-2017-144932","Normal","118.320"
"CA-2016-147431","Normal","117.96"
"CA-2016-101693","Normal","117.958"
"CA-2015-165799","Normal","117.882"
"CA-2014-148488","Normal","117.704"
"CA-2017-133095","Normal","117.62"
"CA-2017-110884","Normal","117.51"
"CA-2015-142433","Normal","117.456"
"CA-2014-107181","Normal","117.136"
"CA-2016-169887","Normal","116.96"
"CA-2014-163293","Normal","116.85"
"CA-2017-152856","Normal","116.832"
"CA-2017-127313","Normal","116.512"
"CA-2017-117023","Normal","116.48"
"CA-2015-139780","Normal","116.4"
"CA-2017-149706","Normal","116.312"
"CA-2014-143413","Normal","116.28"
"CA-2016-137673","Normal","116"
"US-2017-115301","Normal","115.96"
"CA-2014-113929","Normal","115.952"
"CA-2017-158071","Normal","115.916"
"CA-2016-105354","Normal","115.84"
"CA-2016-134516","Normal","115.480"
"CA-2016-130407","Normal","115.46"
"US-2015-113593","Normal","115.44"
"CA-2015-104514","Normal","115.40"
"CA-2014-107755","Normal","115.36"
"US-2014-157231","Normal","115.36"
"CA-2015-111199","Normal","115.296"
"CA-2017-136609","Normal","115.296"
"CA-2016-111318","Normal","115.136"
"CA-2016-134425","Normal","114.95"
"CA-2017-131625","Normal","114.9"
"CA-2017-140508","Normal","114.848"
"US-2016-146710","Normal","114.840"
"US-2014-117744","Normal","114.784"
"US-2017-119816","Normal","114.684"
"CA-2016-111976","Normal","114.560"
"CA-2016-125206","Normal","114.46"
"CA-2017-103352","Normal","114.414"
"CA-2017-132976","Normal","114.376"
"CA-2015-137708","Normal","114.37"
"CA-2014-151379","Normal","114.2"
"US-2014-154879","Normal","113.72"
"CA-2017-168102","Normal","113.568"
"CA-2016-113425","Normal","113.568"
"US-2017-169502","Normal","113.41"
"CA-2015-110947","Normal","113.1"
"CA-2014-157546","Normal","112.542"
"CA-2016-151372","Normal","112.12"
"CA-2015-105970","Normal","112.04"
"CA-2016-127642","Normal","111.96"
"CA-2016-159345","Normal","111.96"
"CA-2017-140494","Normal","111.96"
"CA-2014-159121","Normal","111.93"
"US-2015-130519","Normal","111.904"
"CA-2016-144792","Normal","111.888"
"CA-2017-141138","Normal","111.79"
"CA-2014-167360","Normal","111.79"
"CA-2015-148873","Normal","111.760"
"CA-2016-155992","Normal","111.75"
"CA-2016-100671","Normal","111.672"
"CA-2016-169334","Normal","111.672"
"CA-2016-118052","Normal","111.496"
"CA-2017-166856","Normal","111.42"
"CA-2014-122217","Normal","111.15"
"CA-2016-111283","Normal","111.104"
"CA-2014-164182","Normal","111.050"
"CA-2015-134082","Normal","110.528"
"US-2017-118556","Normal","110.433"
"CA-2014-153479","Normal","110.098"
"CA-2017-132213","Normal","109.968"
"CA-2017-143658","Normal","109.9"
"CA-2016-138079","Normal","109.9"
"CA-2014-114517","Normal","109.836"
"CA-2015-100657","Normal","109.764"
"CA-2017-167626","Normal","109.704"
"CA-2017-147844","Normal","109.62"
"CA-2015-127110","Normal","109.360"
"CA-2016-158211","Normal","109.252"
"CA-2017-122077","Normal","109.208"
"CA-2014-158337","Normal","108.92"
"CA-2017-107748","Normal","108.80"
"CA-2014-130673","Normal","108.444"
"US-2016-150147","Normal","108.420"
"CA-2017-161557","Normal","108.4"
"CA-2017-104927","Normal","108.13"
"CA-2017-149489","Normal","107.986"
"CA-2015-114923","Normal","107.982"
"CA-2015-123330","Normal","107.976"
"CA-2017-125381","Normal","107.97"
"CA-2016-140774","Normal","107.94"
"CA-2016-111794","Normal","107.864"
"CA-2016-106894","Normal","107.83"
"US-2015-125374","Normal","107.772"
"CA-2015-129217","Normal","107.754"
"CA-2017-155712","Normal","107.648"
"US-2014-131982","Normal","107.648"
"US-2017-117450","Normal","107.552"
"CA-2014-132801","Normal","107.44"
"CA-2016-157511","Normal","107.396"
"CA-2014-166961","Normal","107.346"
"CA-2016-169824","Normal","107.07"
"CA-2014-125136","Normal","106.944"
"CA-2015-107685","Normal","106.88"
"CA-2015-138331","Normal","106.8"
"CA-2015-108672","Normal","106.68"
"CA-2015-102722","Normal","106.5"
"CA-2016-108581","Normal","106.336"
"CA-2017-107265","Normal","106.32"
"CA-2017-125115","Normal","106.104"
"CA-2016-166373","Normal","106.08"
"CA-2015-155054","Normal","106.08"
"CA-2017-136539","Normal","106.0208"
"CA-2015-113110","Normal","105.688"
"CA-2014-159681","Normal","105.52"
"CA-2016-108350","Normal","105.52"
"CA-2016-154067","Normal","105.52"
"CA-2015-134782","Normal","105.42"
"CA-2017-119004","Normal","105.408"
"US-2014-130379","Normal","104.92"
"CA-2017-117807","Normal","104.85"
"CA-2016-112060","Normal","104.85"
"US-2017-139577","Normal","104.75"
"CA-2016-109743","Normal","104.712"
"CA-2016-108959","Normal","104.696"
"CA-2015-162537","Normal","104.51"
"CA-2016-158575","Normal","103.968"
"CA-2017-158407","Normal","103.968"
"CA-2014-149594","Normal","103.936"
"CA-2014-144407","Normal","103.6"
"US-2014-164763","Normal","103.50"
"CA-2017-169404","Normal","103.480"
"CA-2016-128867","Normal","103.20"
"CA-2017-108910","Normal","103.056"
"CA-2016-162383","Normal","103.054"
"CA-2017-132955","Normal","102.93"
"CA-2017-126536","Normal","102.83"
"US-2017-100398","Normal","102.72"
"CA-2017-127285","Normal","102.656"
"CA-2017-106747","Normal","102.3"
"CA-2016-121755","Normal","102.218"
"CA-2017-136623","Normal","101.752"
"CA-2014-151001","Normal","101.728"
"CA-2014-154781","Normal","101.57"
"CA-2017-146626","Normal","101.12"
"CA-2017-133823","Normal","101.062"
"CA-2015-122287","Normal","101.004"
"CA-2017-132346","Normal","100.94"
"CA-2017-161893","Normal","100.922"
"CA-2015-105613","Normal","100.860"
"CA-2015-137071","Normal","100.8"
"CA-2016-163153","Normal","100.716"
"CA-2014-101175","Normal","100.704"
"CA-2016-160129","Normal","100.616"
"CA-2016-134775","Normal","100.496"
"CA-2014-123498","Normal","100.398"
"CA-2014-130449","Normal","100.36"
"US-2016-108455","Normal","100.25"
"CA-2014-151897","Normal","100.24"
"CA-2016-109806","Normal","100.164"
"CA-2016-113516","Normal","100.160"
"CA-2014-152233","Normal","99.98"
"CA-2014-103058","Normal","99.98"
"CA-2016-155138","Normal","99.872"
"US-2017-143175","Normal","99.87"
"CA-2017-100825","Normal","99.87"
"CA-2015-142993","Normal","99.86"
"CA-2016-120796","Normal","99.846"
"CA-2016-130225","Normal","99.568"
"CA-2016-105963","Normal","99.39"
"CA-2015-149587","Normal","99.26"
"CA-2015-143616","Normal","99.2"
"US-2017-141509","Normal","99.2"
"CA-2016-133123","Normal","99.156"
"US-2016-134656","Normal","99.136"
"CA-2014-164259","Normal","99.136"
"CA-2017-139822","Normal","98.60"
"US-2017-149510","Normal","98.446"
"CA-2015-131072","Normal","98.352"
"CA-2017-168193","Normal","98.35"
"US-2016-141880","Normal","98.328"
"CA-2016-111493","Normal","98.16"
"CA-2016-130477","Normal","97.96"
"US-2017-158505","Normal","97.918"
"CA-2017-138548","Normal","97.84"
"CA-2015-113131","Normal","97.684"
"US-2015-131842","Normal","97.424"
"CA-2017-137918","Normal","97.3"
"US-2017-152366","Normal","97.264"
"US-2017-131961","Normal","97.236"
"CA-2017-153787","Normal","97.16"
"CA-2014-111059","Normal","97.112"
"CA-2017-103478","Normal","97.056"
"CA-2015-105725","Normal","96.604"
"CA-2017-161018","Normal","96.53"
"CA-2017-137323","Normal","96.36"
"US-2015-111927","Normal","96.10"
"CA-2017-135034","Normal","95.984"
"CA-2017-137365","Normal","95.976"
"CA-2014-131527","Normal","95.968"
"CA-2017-122105","Normal","95.92"
"CA-2015-104052","Normal","95.84"
"CA-2016-103891","Normal","95.76"
"CA-2017-167227","Normal","95.66"
"CA-2017-139619","Normal","95.616"
"CA-2017-137876","Normal","95.52"
"CA-2017-131492","Normal","95.388"
"US-2017-145366","Normal","94.784"
"CA-2014-134726","Normal","94.732"
"CA-2015-153038","Normal","94.688"
"CA-2017-140298","Normal","94.508"
"CA-2016-126529","Normal","94.452"
"US-2014-102631","Normal","94.428"
"CA-2017-149944","Normal","94.36"
"CA-2014-114195","Normal","94.264"
"CA-2017-126634","Normal","94.2"
"CA-2016-117919","Normal","94.08"
"CA-2016-169166","Normal","93.98"
"CA-2016-131380","Normal","93.90"
"CA-2014-110072","Normal","93.888"
"CA-2015-149601","Normal","93.79"
"CA-2017-101308","Normal","93.724"
"CA-2017-161102","Normal","93.52"
"US-2016-152373","Normal","93.456"
"CA-2016-139808","Normal","93.36"
"CA-2014-124079","Normal","93.174"
"US-2016-119046","Normal","93.060"
"CA-2014-128986","Normal","93.024"
"CA-2016-101189","Normal","93.02"
"CA-2017-126865","Normal","92.94"
"CA-2014-108273","Normal","92.856"
"CA-2016-119074","Normal","92.70"
"CA-2014-132787","Normal","92.52"
"CA-2014-143385","Normal","92.52"
"CA-2017-120222","Normal","92.394"
"CA-2014-128237","Normal","92.36"
"CA-2015-124541","Normal","92.052"
"CA-2017-169439","Normal","92.032"
"CA-2017-120761","Normal","91.96"
"CA-2014-152422","Normal","91.92"
"CA-2017-144638","Normal","91.726"
"CA-2014-148761","Normal","91.68"
"US-2014-131870","Normal","91.488"
"CA-2016-140977","Normal","91.475"
"CA-2017-119424","Normal","91.416"
"CA-2017-117653","Normal","91.275"
"CA-2016-144540","Normal","91.23"
"US-2017-110149","Normal","91.193"
"CA-2017-108749","Normal","91.14"
"CA-2014-100293","Normal","91.056"
"CA-2017-123239","Normal","91.032"
"CA-2015-127327","Normal","90.882"
"CA-2017-122007","Normal","90.86"
"CA-2017-154809","Normal","90.64"
"CA-2014-157721","Normal","90.61"
"US-2017-133081","Normal","90.60"
"CA-2014-133830","Normal","90.58"
"US-2017-113852","Normal","90.57"
"CA-2016-146836","Normal","90.516"
"CA-2016-150077","Normal","90.48"
"CA-2016-161669","Normal","90.396"
"CA-2014-113579","Normal","90.24"
"CA-2015-108588","Normal","90.168"
"CA-2016-126270","Normal","90.058"
"CA-2016-147536","Normal","89.97"
"CA-2017-142293","Normal","89.97"
"US-2016-144351","Normal","89.97"
"US-2014-124625","Normal","89.97"
"CA-2016-137939","Normal","89.95"
"CA-2017-141103","Normal","89.95"
"CA-2015-162621","Normal","89.86"
"US-2015-118906","Normal","89.82"
"CA-2017-142174","Normal","89.568"
"CA-2015-140830","Normal","89.36"
"US-2016-156692","Normal","89.32"
"CA-2017-125388","Normal","89.26"
"CA-2015-151547","Normal","88.96"
"CA-2017-115448","Normal","88.92"
"US-2015-120712","Normal","88.8"
"CA-2014-148782","Normal","88.776"
"CA-2014-137911","Normal","88.768"
"CA-2017-121538","Normal","88.768"
"CA-2015-145821","Normal","88.752"
"CA-2016-109176","Normal","88.704"
"CA-2016-157588","Normal","88.15"
"US-2014-104759","Normal","88.118"
"US-2017-147655","Normal","88.074"
"CA-2017-130631","Normal","88.06"
"CA-2016-149902","Normal","88.04"
"US-2017-154872","Normal","87.994"
"CA-2017-106033","Normal","87.92"
"CA-2017-139437","Normal","87.92"
"CA-2016-138282","Normal","87.84"
"US-2015-142811","Normal","87.8"
"CA-2017-133648","Normal","87.688"
"CA-2017-104577","Normal","87.6"
"CA-2014-120887","Normal","87.54"
"CA-2017-126956","Normal","87.52"
"US-2016-101616","Normal","87.28"
"CA-2015-141145","Normal","87.168"
"CA-2014-105417","Normal","87.158"
"CA-2015-100251","Normal","87.1"
"CA-2015-169201","Normal","86.82"
"CA-2016-113061","Normal","86.62"
"CA-2016-162747","Normal","86.45"
"CA-2014-126032","Normal","86.376"
"CA-2016-148698","Normal","86.352"
"CA-2016-140613","Normal","86.2"
"US-2015-151435","Normal","85.98"
"CA-2015-142377","Normal","85.96"
"US-2014-164616","Normal","85.960"
"CA-2015-100216","Normal","85.920"
"CA-2016-113551","Normal","85.908"
"CA-2015-153906","Normal","85.9"
"CA-2015-156013","Normal","85.848"
"CA-2015-134859","Normal","85.680"
"CA-2017-152709","Normal","85.52"
"CA-2017-167150","Normal","85.504"
"CA-2016-152163","Normal","85.50"
"CA-2015-127593","Normal","85.3"
"US-2016-148803","Normal","85.224"
"CA-2016-129308","Normal","85.209"
"CA-2017-126396","Normal","85.2"
"CA-2017-147403","Normal","85.056"
"CA-2015-104297","Normal","85.056"
"CA-2014-135993","Normal","85.008"
"CA-2015-114503","Normal","84.96"
"CA-2017-102771","Normal","84.95"
"CA-2014-120852","Normal","84.872"
"CA-2016-109925","Normal","84.84"
"CA-2014-133228","Normal","84.83"
"CA-2016-134544","Normal","84.784"
"CA-2016-116344","Normal","84.784"
"CA-2016-114209","Normal","84.620"
"CA-2015-153108","Normal","84.61"
"CA-2015-104486","Normal","84.556"
"CA-2017-145779","Normal","84.416"
"CA-2016-129847","Normal","84.272"
"US-2016-113509","Normal","83.976"
"US-2016-100566","Normal","83.952"
"CA-2014-110611","Normal","83.92"
"CA-2017-144750","Normal","83.88"
"CA-2017-115364","Normal","83.76"
"CA-2016-101651","Normal","83.72"
"CA-2016-126284","Normal","83.7"
"CA-2015-132948","Normal","83.7"
"CA-2016-155187","Normal","83.66"
"CA-2017-125269","Normal","83.214"
"CA-2016-157266","Normal","83.15"
"CA-2017-123624","Normal","82.95"
"US-2016-161844","Normal","82.920"
"CA-2016-110366","Normal","82.8"
"CA-2015-132570","Normal","82.74"
"CA-2014-109491","Normal","82.63"
"CA-2016-134110","Normal","82.408"
"US-2017-136189","Normal","82.38"
"US-2016-101196","Normal","82.368"
"CA-2016-113726","Normal","82.26"
"US-2017-161193","Normal","82.256"
"US-2014-147648","Normal","81.98"
"CA-2016-166912","Normal","81.98"
"CA-2016-143749","Normal","81.94"
"CA-2017-128769","Normal","81.568"
"CA-2017-126550","Normal","81.4"
"CA-2016-164735","Normal","81.2"
"CA-2015-108259","Normal","81.135"
"US-2017-104451","Normal","81.08"
"CA-2015-135391","Normal","80.880"
"CA-2014-166989","Normal","80.624"
"CA-2017-122987","Normal","80.564"
"CA-2017-123351","Normal","80.48"
"CA-2015-134992","Normal","80.38"
"CA-2017-136007","Normal","80.36"
"CA-2016-147123","Normal","80.28"
"CA-2017-163321","Normal","79.992"
"CA-2017-159688","Normal","79.99"
"CA-2015-127544","Normal","79.99"
"CA-2015-137106","Normal","79.96"
"CA-2017-104388","Normal","79.96"
"CA-2015-135272","Normal","79.92"
"CA-2015-155040","Normal","79.9"
"CA-2016-137330","Normal","79.80"
"CA-2016-110982","Normal","79.792"
"US-2016-117793","Normal","79.74"
"US-2014-105767","Normal","79.638"
"CA-2014-107594","Normal","79.56"
"CA-2014-140039","Normal","79.4"
"CA-2016-141019","Normal","79.384"
"CA-2015-132374","Normal","79.36"
"CA-2015-105844","Normal","79.36"
"CA-2017-104745","Normal","79.344"
"CA-2016-145247","Normal","79.14"
"CA-2017-134635","Normal","79.14"
"US-2016-159415","Normal","79.12"
"CA-2017-163335","Normal","79.00"
"US-2016-158288","Normal","78.759"
"CA-2017-118640","Normal","78.504"
"CA-2015-155068","Normal","78.456"
"CA-2015-112375","Normal","78.192"
"CA-2014-150490","Normal","78.12"
"CA-2017-144064","Normal","78.04"
"CA-2015-152527","Normal","77.88"
"CA-2016-101343","Normal","77.88"
"CA-2016-149223","Normal","77.88"
"CA-2014-166590","Normal","77.86"
"US-2017-158512","Normal","77.76"
"US-2015-117492","Normal","77.58"
"CA-2015-161214","Normal","77.55"
"US-2016-111563","Normal","77.488"
"CA-2015-101126","Normal","77.24"
"CA-2014-111150","Normal","77.21"
"CA-2015-162376","Normal","77.06"
"US-2016-163461","Normal","76.864"
"CA-2017-155740","Normal","76.776"
"CA-2015-126669","Normal","76.64"
"US-2017-128118","Normal","76.521"
"CA-2014-127012","Normal","76.28"
"CA-2014-169460","Normal","76.14"
"CA-2014-139423","Normal","76.12"
"CA-2017-121615","Normal","75.90"
"CA-2016-119823","Normal","75.88"
"CA-2017-102946","Normal","75.792"
"CA-2014-168592","Normal","75.64"
"CA-2017-150189","Normal","75.18"
"CA-2014-152562","Normal","75.16"
"CA-2016-166163","Normal","75.126"
"CA-2015-115091","Normal","75.04"
"CA-2017-104913","Normal","74.95"
"CA-2015-130022","Normal","74.94"
"CA-2017-128335","Normal","74.89"
"CA-2017-138870","Normal","74.88"
"CA-2015-103093","Normal","74.52"
"CA-2017-127117","Normal","74.45"
"CA-2017-160031","Normal","74.352"
"CA-2017-162712","Normal","74.352"
"CA-2015-103793","Normal","74.352"
"CA-2016-136322","Normal","74.320"
"CA-2015-111612","Normal","74.128"
"CA-2015-101091","Normal","74.048"
"CA-2017-161459","Normal","74.04"
"CA-2016-110009","Normal","74.00"
"CA-2014-138177","Normal","73.915"
"CA-2016-144645","Normal","73.784"
"CA-2015-164336","Normal","73.776"
"US-2014-120313","Normal","73.584"
"CA-2017-144113","Normal","73.560"
"US-2016-151260","Normal","73.536"
"CA-2017-133718","Normal","73.512"
"CA-2016-132549","Normal","73.36"
"CA-2016-145135","Normal","73.33"
"CA-2015-121272","Normal","73.28"
"CA-2014-138359","Normal","73.20"
"CA-2016-102498","Normal","73.2"
"CA-2017-100335","Normal","73.008"
"CA-2016-154711","Normal","72.892"
"CA-2017-121804","Normal","72.8"
"CA-2015-131352","Normal","72.78"
"US-2014-138828","Normal","72.69"
